index,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
14391,3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
14440,3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
14441,3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
14442,3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
14443,3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
14456,3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
14457,3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
14458,3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
14459,3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
14484,3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
14485,3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
14486,3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
14487,3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
14488,3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
14489,3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
14490,3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
14491,3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
14512,3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
14513,3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2016-12-31 00:00:00
14514,3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
14515,3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2016-12-31 00:00:00
14516,3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2015-12-31 00:00:00
14517,3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2016-12-31 00:00:00
14518,3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2015-12-31 00:00:00
14519,3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2016-12-31 00:00:00
14536,3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2015-12-31 00:00:00
14537,3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2016-12-31 00:00:00
14538,3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2015-12-31 00:00:00
14539,3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2016-12-31 00:00:00
14540,3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2015-12-31 00:00:00
14541,3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2016-12-31 00:00:00
14542,3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2015-12-31 00:00:00
14543,3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2016-12-31 00:00:00
14592,3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2015-12-31 00:00:00
14593,3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2016-12-31 00:00:00
14594,3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2015-12-31 00:00:00
14595,3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2016-12-31 00:00:00
14628,3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2015-12-31 00:00:00
14629,3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2016-12-31 00:00:00
14630,3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2015-12-31 00:00:00
14631,3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2016-12-31 00:00:00
14648,3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2015-12-31 00:00:00
14649,3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2016-12-31 00:00:00
14650,3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2015-12-31 00:00:00
14651,3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2016-12-31 00:00:00
14652,3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2015-12-31 00:00:00
14653,3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2016-12-31 00:00:00
14654,3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2015-12-31 00:00:00
14655,3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2016-12-31 00:00:00
14668,3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2015-12-31 00:00:00
14669,3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2016-12-31 00:00:00
14670,3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2015-12-31 00:00:00
14671,3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2016-12-31 00:00:00
14716,3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2015-12-31 00:00:00
14717,3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2016-12-31 00:00:00
14718,3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2015-12-31 00:00:00
14719,3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2016-12-31 00:00:00
14752,3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2015-12-31 00:00:00
14753,3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2016-12-31 00:00:00
14754,3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2015-12-31 00:00:00
14755,3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2016-12-31 00:00:00
14756,3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2015-12-31 00:00:00
14757,3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2016-12-31 00:00:00
14758,3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2015-12-31 00:00:00
14759,3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2016-12-31 00:00:00
14776,3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2015-12-31 00:00:00
14777,3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2016-12-31 00:00:00
14778,3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2015-12-31 00:00:00
14779,3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2016-12-31 00:00:00
14792,3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2015-12-31 00:00:00
14793,3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2016-12-31 00:00:00
14794,3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2015-12-31 00:00:00
14795,3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2016-12-31 00:00:00
14812,3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2015-12-31 00:00:00
14813,3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2016-12-31 00:00:00
14814,3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2015-12-31 00:00:00
14815,3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2016-12-31 00:00:00
14852,3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2015-12-31 00:00:00
14853,3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2016-12-31 00:00:00
14854,3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2015-12-31 00:00:00
14855,3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2016-12-31 00:00:00
14856,3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2015-12-31 00:00:00
14857,3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2016-12-31 00:00:00
14858,3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2015-12-31 00:00:00
14859,3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2016-12-31 00:00:00
14860,3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2015-12-31 00:00:00
14861,3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2016-12-31 00:00:00
14862,3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2015-12-31 00:00:00
14863,3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2016-12-31 00:00:00
14872,3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2015-12-31 00:00:00
14873,3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2016-12-31 00:00:00
14874,3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2015-12-31 00:00:00
