ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
6036,327,0.16428424681099596,55318,42,9,0,5232,5,24,Mortgage,Bachelor,Widowed,27,0.17444628
6037,668,0.6098091142580676,119729,87,2,16,15028,13,26,Rent,Bachelor,Married,0,0.2904758
6038,550,0.9188334333604867,39188,85,5,18,13500,2,14,Mortgage,High School,Widowed,26,0.25034955
6039,454,0.09689649066093964,115564,65,4,10,10321,19,1,Rent,PhD,Widowed,22,0.15774848
6040,773,0.35656831108874365,128744,57,5,14,16248,13,4,Mortgage,PhD,Divorced,0,0.20238368
6041,433,0.4751054673310615,192096,48,8,17,12926,5,28,Own,Masters,Widowed,17,0.21172093
6042,477,0.2293359624275254,30893,78,4,11,3433,3,26,Rent,Bachelor,Married,8,0.26502508
6043,432,0.5810879302234689,134869,30,9,14,5310,1,19,Rent,High School,Divorced,12,0.22684874
6044,544,0.01141286186539936,169532,59,2,5,8376,3,15,Mortgage,Bachelor,Divorced,5,0.24651818
6045,734,0.3974204919747667,135685,79,9,17,19445,6,22,Rent,Bachelor,Married,18,0.28891483
6046,520,0.8909549542135855,81087,66,2,1,12908,10,8,Own,Masters,Divorced,5,0.2405165
6047,527,0.43396703809504134,31698,31,1,10,9567,1,18,Mortgage,Masters,Widowed,28,0.16677913
6048,597,0.6634081274693496,173816,66,3,9,9230,3,23,Rent,Bachelor,Single,18,0.29022977
6049,374,0.6926494251639503,170252,68,6,2,4133,9,2,Own,Masters,Single,7,0.19243352
6050,509,0.20735998327629346,68752,51,0,8,4373,13,12,Mortgage,Bachelor,Married,3,0.28814882
6051,607,0.48397523225238515,65389,26,5,9,16620,9,11,Own,High School,Single,2,0.20498501
6052,609,0.39200705370986044,66249,65,4,11,15908,0,21,Own,Masters,Single,19,0.24914451
6053,773,0.9979966839755068,21561,53,1,11,7751,6,7,Rent,High School,Widowed,25,0.2001838
6054,470,0.12332704594464838,176735,38,5,3,18123,15,16,Own,PhD,Divorced,24,0.24984199
6055,694,0.36401059720593476,108624,28,1,19,3418,15,29,Mortgage,Masters,Widowed,6,0.19540001
6056,591,0.632791891164541,157066,87,9,18,13602,14,1,Own,Bachelor,Married,0,0.310692
6057,506,0.5893150289315159,57204,88,0,15,11166,1,20,Rent,High School,Widowed,20,0.19809888
6058,805,0.9607781232520403,24787,83,7,13,5795,16,16,Mortgage,Bachelor,Divorced,12,0.2772563
6059,706,0.0610185524691601,121951,21,9,19,12524,10,0,Own,Masters,Divorced,22,0.15689388
6060,342,0.18908110539562561,53071,25,3,17,19076,19,24,Own,High School,Single,27,0.23538183
6061,774,0.7760040562461096,78584,81,3,19,8802,14,5,Own,High School,Divorced,4,0.2835883
6062,753,0.7269302224445499,172477,47,8,9,15392,8,4,Own,Bachelor,Divorced,26,0.26974052
6063,702,0.772542760417361,178484,65,8,6,2202,19,10,Mortgage,Masters,Married,2,0.21214347
6064,741,0.6377459948442813,75948,38,4,9,17290,0,22,Own,Bachelor,Married,27,0.3351193
6065,619,0.8713279941444115,22956,42,2,3,11515,11,3,Mortgage,PhD,Divorced,1,0.2532492
6066,496,0.7974732860664085,163188,53,7,13,13395,7,18,Rent,High School,Divorced,27,0.27082878
6067,730,0.3306936041587797,125957,48,8,15,3534,15,4,Mortgage,High School,Widowed,9,0.0
6068,638,0.9785946800715524,61300,83,5,17,2318,0,11,Mortgage,Bachelor,Divorced,27,0.32706907
6069,662,0.9857238614977298,186574,42,5,16,4392,7,11,Mortgage,High School,Divorced,23,0.257711
6070,531,0.45513730159862154,79569,58,6,17,2772,13,8,Own,Bachelor,Single,21,0.2760124
6071,839,0.4369251465819597,138511,34,6,10,4695,17,17,Own,PhD,Widowed,13,0.20288178
6072,744,0.029637738468406227,174301,72,0,10,14526,5,7,Own,High School,Single,10,0.17657714
6073,662,0.9417640100926323,27618,29,7,11,15631,16,7,Own,Bachelor,Widowed,20,0.22385508
6074,793,0.003901430640016579,55108,20,7,2,7920,8,8,Rent,Masters,Widowed,11,0.0
6075,786,0.7787816105996841,112813,61,4,16,5120,6,26,Own,PhD,Single,15,0.3003696
6076,814,0.21882202967750553,164285,24,9,14,5139,5,12,Mortgage,Bachelor,Divorced,8,0.19484775
6077,760,0.9899068910093545,196133,84,8,19,9137,15,21,Rent,Bachelor,Married,0,0.3098102
6078,698,0.2722329136764413,100337,63,8,11,15306,17,22,Rent,Bachelor,Single,13,0.23962845
6079,438,0.3447312332555855,57427,67,9,7,15136,7,6,Own,Bachelor,Divorced,10,0.24085298
6080,656,0.3071388202749029,169944,45,9,17,18067,14,19,Rent,Bachelor,Divorced,17,0.21692121
6081,627,0.2955923646670173,45240,47,4,3,14672,0,18,Mortgage,PhD,Divorced,14,0.22756258
6082,588,0.5329870570691275,117522,80,7,12,18693,5,25,Own,Bachelor,Widowed,11,0.26563343
6083,813,0.8368933685403306,63305,64,2,6,3733,19,27,Mortgage,Masters,Single,24,0.28838813
6084,686,0.34122096315750416,133256,85,5,7,10995,7,0,Rent,High School,Widowed,6,0.0
6085,677,0.006028230455499606,155261,41,1,19,3538,14,23,Rent,Masters,Single,21,0.1935262
6086,324,0.4899402843125187,64255,51,4,16,18638,15,18,Own,Bachelor,Divorced,3,0.26782522
6087,420,0.6981343555815612,119893,68,1,8,1136,10,1,Mortgage,High School,Single,24,0.26812536
6088,462,0.7289511794760307,144502,40,2,2,12017,6,28,Mortgage,PhD,Single,25,0.26958674
6089,441,0.08173573496893272,72179,81,4,5,8372,10,2,Own,Masters,Widowed,29,0.16767627
6090,350,0.6487454921025857,128443,89,2,11,14339,0,21,Mortgage,PhD,Married,2,0.28073937
6091,721,0.35354350007319213,25900,29,6,11,4926,19,19,Rent,Bachelor,Widowed,19,0.19110821
6092,367,0.11041004737047844,82357,41,2,13,3280,4,29,Rent,Bachelor,Widowed,11,0.1797997
6093,432,0.5485542169410311,160039,86,5,1,4483,11,6,Own,PhD,Single,29,0.23368032
6094,445,0.05918160754891666,133106,36,9,11,15758,4,29,Mortgage,High School,Married,0,0.15199599
6095,496,0.991874707424922,151179,43,2,6,15378,10,8,Mortgage,High School,Single,1,0.2513252
6096,407,0.5048047075305033,25650,89,7,10,9000,2,10,Rent,High School,Divorced,0,0.17639002
6097,630,0.2781530263559536,118974,63,5,18,16888,6,13,Own,PhD,Divorced,24,0.24546346
6098,371,0.2962789396881331,129486,78,1,7,2146,12,21,Rent,Bachelor,Single,0,0.25236684
6099,726,0.9527979292528921,90865,63,3,2,14337,0,14,Own,High School,Married,0,0.22576188
6100,638,0.8273431673832307,120265,21,4,4,6566,1,17,Own,Bachelor,Married,22,0.31327602
6101,518,0.29472913171338944,147171,39,7,2,19706,10,19,Own,High School,Widowed,6,0.15450165
6102,511,0.5073487998640988,34920,83,6,16,5578,10,19,Own,High School,Divorced,25,0.27306542
6103,772,0.4596398954288009,169997,75,3,0,3237,19,19,Rent,High School,Married,25,0.24064249
6104,458,0.848974193294027,62280,74,7,16,18021,7,2,Rent,PhD,Single,22,0.26805416
6105,597,0.36407827149877015,106958,72,1,1,18443,18,19,Own,PhD,Divorced,0,0.2797999
6106,427,0.43421526698396473,129286,23,0,16,3944,0,8,Mortgage,PhD,Single,11,0.23786552
6107,668,0.035069709447929975,93472,76,6,17,19480,8,17,Mortgage,Bachelor,Married,15,0.29031673
6108,619,0.0859633835789303,76077,25,2,8,11376,19,16,Mortgage,High School,Single,18,0.20631586
6109,664,0.49949336073746653,140377,78,2,19,10514,12,21,Mortgage,Bachelor,Single,15,0.30499938
6110,786,0.8555547347588762,100982,78,0,8,7289,10,9,Mortgage,Masters,Divorced,29,0.2680582
6111,489,0.3402479867614967,108395,60,5,15,17329,8,29,Mortgage,PhD,Married,17,0.27909216
6112,681,0.005383367530124139,117986,62,9,6,15396,10,14,Rent,Masters,Single,4,0.1613833
6113,390,0.8315175744496863,188145,26,2,9,16640,14,22,Mortgage,High School,Married,2,0.23703721
6114,773,0.6940694608273539,68421,51,8,6,19944,4,10,Mortgage,Masters,Widowed,20,0.0
6115,795,0.9906125478688806,40801,71,3,14,19688,2,26,Mortgage,Bachelor,Divorced,16,0.31039158
6116,645,0.5004994929708,191105,33,5,8,1616,14,12,Own,Masters,Single,18,0.22287348
6117,732,0.5561517641761606,58930,56,8,15,5911,5,26,Rent,PhD,Divorced,8,0.27505332
6118,579,0.15051589535022125,180434,66,9,18,6613,11,7,Own,Bachelor,Married,6,0.29402816
6119,432,0.14692474843502978,90693,35,0,12,6591,6,16,Rent,Bachelor,Divorced,11,0.22432427
6120,836,0.07116362633084417,68966,72,5,16,3871,3,14,Rent,Masters,Widowed,14,0.0
6121,509,0.011363085683087637,144462,44,8,9,5256,13,6,Mortgage,PhD,Single,8,0.18149045
6122,773,0.7888574782001258,48147,18,9,2,7173,6,2,Mortgage,Bachelor,Married,28,0.22642772
6123,584,0.6293818357663233,198886,54,3,4,19451,15,27,Rent,PhD,Married,16,0.27347082
6124,705,0.2766564591574123,122809,63,5,19,1776,2,29,Mortgage,PhD,Married,5,0.28679267
6125,469,0.38285673681951626,174571,86,2,1,1020,18,11,Mortgage,Masters,Divorced,13,0.26325232
6126,550,0.09299308286622587,135807,52,6,6,16552,6,0,Rent,Bachelor,Divorced,13,0.18752058
6127,304,0.8319178594673073,140936,54,5,13,7687,10,27,Mortgage,PhD,Married,28,0.2758051
6128,343,0.37559930864104885,187183,64,3,8,3356,8,25,Own,High School,Widowed,3,0.22091934
6129,638,0.1924010440795454,197992,35,9,17,4726,2,22,Rent,Masters,Divorced,15,0.17841448
6130,605,0.2607552145751436,143833,57,9,13,1581,5,28,Mortgage,High School,Widowed,21,0.15704513
6131,306,0.649200267317827,175259,43,9,12,12786,17,6,Rent,Bachelor,Married,18,0.2720676
6132,783,0.6190922830614611,138972,87,0,9,9192,5,26,Own,Bachelor,Divorced,8,0.35376787
6133,567,0.42446484798592077,119661,26,5,0,14151,11,15,Mortgage,High School,Married,26,0.231044
6134,639,0.9275745889881645,161398,87,2,12,3450,17,3,Rent,Masters,Married,12,0.25203955
6135,719,0.06318577232532996,29136,86,5,11,13520,16,15,Mortgage,Bachelor,Widowed,14,0.19332622
6136,316,0.7815370240964497,112483,20,1,8,8293,19,0,Rent,Bachelor,Widowed,3,0.23743792
6137,372,0.2754405473474567,130157,52,6,13,9595,9,16,Own,Bachelor,Widowed,28,0.23732476
6138,563,0.909211498242547,118294,36,1,0,11217,12,8,Mortgage,High School,Single,24,0.25827736
6139,615,0.373610929425387,140124,52,9,13,13489,14,15,Mortgage,High School,Divorced,4,0.15436225
6140,656,0.1767977257281238,60195,52,5,18,2900,13,6,Own,Masters,Widowed,28,0.16605353
6141,321,0.9730083213166162,48145,57,6,4,8753,12,1,Rent,Bachelor,Single,27,0.27658325
6142,337,0.3806308134701185,124016,41,4,5,18475,16,2,Rent,Bachelor,Married,1,0.22680454
6143,470,0.41865139702003473,21386,41,9,8,12514,6,22,Mortgage,Masters,Married,28,0.23072997
6144,494,0.3890419651705215,116587,69,5,1,13841,4,3,Rent,High School,Widowed,27,0.0
6145,688,0.6140320608813731,57300,33,2,0,4002,16,20,Mortgage,PhD,Widowed,7,0.21023393
6146,827,0.9716866343999816,120262,67,5,16,14200,19,2,Mortgage,Bachelor,Married,19,0.30171928
6147,722,0.12488755818817943,45171,35,3,6,3228,16,25,Mortgage,PhD,Divorced,26,0.22871026
6148,709,0.6653416730672166,63977,19,0,0,13801,5,29,Mortgage,Masters,Widowed,28,0.19344972
6149,384,0.0153494072454331,166597,88,7,4,3924,9,24,Own,PhD,Divorced,24,0.27925155
6150,396,0.7740370090457502,80979,27,4,11,10786,0,17,Rent,Bachelor,Married,20,0.26630884
6151,494,0.298982133212335,158546,42,8,5,2427,2,6,Own,Masters,Divorced,13,0.1745776
6152,571,0.9573761927344073,47096,30,6,0,7784,5,25,Rent,Bachelor,Single,1,0.24274515
6153,504,0.41175113743219627,108896,54,9,12,7985,7,14,Rent,High School,Divorced,5,0.17947344
6154,813,0.5522860892392858,182744,40,7,14,1941,6,2,Rent,PhD,Married,16,0.25907618
6155,320,0.674021464493595,81324,88,0,9,1061,11,12,Rent,Bachelor,Divorced,19,0.29600906
6156,667,0.19139463392459555,142657,20,4,7,14115,9,29,Mortgage,High School,Widowed,10,0.0
6157,824,0.5245091925497128,49947,36,7,15,11343,17,8,Mortgage,Bachelor,Widowed,21,0.17433842
6158,791,0.33002113632616215,71035,54,2,5,13763,17,11,Own,Masters,Divorced,11,0.26210123
6159,392,0.570478191063065,111475,77,5,9,18359,3,25,Own,Masters,Widowed,15,0.23860215
6160,342,0.10547847132841426,42003,40,9,18,12538,11,11,Mortgage,High School,Widowed,28,0.0
6161,481,0.40574978493015,196312,29,5,18,7743,3,27,Own,Bachelor,Married,23,0.33226782
6162,778,0.14433159458348432,24038,50,8,12,8502,4,13,Mortgage,Bachelor,Widowed,9,0.16370343
6163,494,0.3960225425649341,114278,58,6,11,6525,8,13,Mortgage,Bachelor,Widowed,3,0.20546116
6164,445,0.9975733826030366,51510,52,8,13,17984,17,13,Own,Bachelor,Married,16,0.31658787
6165,714,0.2870550498848464,67273,51,0,7,13279,12,14,Rent,Masters,Divorced,27,0.21563557
6166,718,0.22205913027655055,130075,39,7,4,18114,18,28,Mortgage,PhD,Divorced,27,0.21709976
6167,771,0.8114625692046322,48667,69,5,14,4766,15,9,Own,High School,Married,15,0.32199344
6168,596,0.3836486620830425,39866,23,7,7,5129,10,1,Rent,PhD,Divorced,5,0.25829735
6169,327,0.722408513342002,89085,21,8,15,14728,14,13,Mortgage,Masters,Married,25,0.20116158
6170,550,0.9060872032696177,149281,78,1,14,6333,5,8,Own,High School,Single,9,0.2812156
6171,621,0.8159435670352297,123445,59,3,16,10156,19,0,Mortgage,High School,Widowed,1,0.20652486
6172,347,0.7243298742319474,37688,60,5,15,8444,3,12,Rent,Masters,Single,3,0.23326135
6173,584,0.8655055777340179,143715,86,8,4,19508,1,13,Rent,Masters,Single,12,0.20302624
6174,477,0.8963522626025225,20628,56,8,17,10070,4,3,Own,PhD,Married,7,0.31922892
6175,644,0.10089807978626963,110551,68,9,2,16715,0,19,Mortgage,High School,Single,13,0.17926985
6176,375,0.4071259557768794,39143,58,8,6,11599,14,7,Rent,Bachelor,Widowed,11,0.17347448
6177,784,0.9803559276636505,69484,30,2,8,7372,7,4,Mortgage,High School,Widowed,27,0.18169592
6178,830,0.5158004488837833,167778,21,1,7,15051,2,16,Mortgage,PhD,Divorced,0,0.20415728
6179,573,0.3401741060240049,133760,74,5,10,8951,5,28,Mortgage,High School,Widowed,15,0.18575267
6180,458,0.6190692923644933,38468,43,0,0,8064,3,25,Mortgage,PhD,Widowed,29,0.21864377
6181,373,0.7609365718145504,195758,44,9,8,14750,8,22,Mortgage,Masters,Married,21,0.22034183
6182,798,0.5507806926529084,51560,70,7,14,8908,18,28,Mortgage,Masters,Single,24,0.25419673
6183,768,0.33953701072967823,183506,35,7,2,13233,19,9,Mortgage,Masters,Single,9,0.15677169
6184,300,0.6228434593246831,157763,58,7,3,17299,6,12,Own,PhD,Divorced,2,0.20552899
6185,591,0.25512361908175385,153525,36,6,14,11963,9,20,Rent,Masters,Single,13,0.16387272
6186,410,0.3651689320492637,78180,36,1,1,7493,1,25,Own,Bachelor,Single,0,0.23598166
6187,636,0.6963708910223695,76486,56,9,5,11249,12,16,Mortgage,PhD,Divorced,25,0.21600261
6188,688,0.9378182472057242,173540,75,2,7,10376,17,19,Rent,High School,Widowed,0,0.20145503
6189,578,0.6078755092645188,121339,56,9,7,5429,14,9,Rent,High School,Single,4,0.21192826
6190,638,0.565502791481837,149441,64,0,18,17644,7,16,Own,PhD,Single,10,0.2494502
6191,738,0.6529831339813656,60814,46,8,16,13994,17,27,Rent,Masters,Single,4,0.22746652
6192,510,0.7355202167762106,42741,20,0,9,18394,10,19,Rent,Masters,Divorced,13,0.21440233
6193,554,0.6491325475485107,147036,72,3,17,4394,15,20,Own,Masters,Married,14,0.33591104
6194,733,0.4776556391324581,137239,76,9,8,8996,14,14,Mortgage,Masters,Single,0,0.19882742
6195,676,0.5354396702079484,53196,71,0,6,18922,16,27,Own,PhD,Single,8,0.30407774
6196,476,0.522878415196781,126302,45,7,2,5844,9,5,Mortgage,Masters,Married,13,0.16562063
6197,696,0.5818940549948785,144843,26,5,2,17334,4,4,Own,PhD,Single,27,0.21180804
6198,409,0.8722677906651944,148881,84,5,10,12277,13,14,Rent,Bachelor,Single,21,0.30745643
6199,404,0.4962723053335707,114087,33,8,4,12117,19,22,Rent,Masters,Widowed,19,0.17547378
6200,414,0.4658601076055837,91946,54,7,14,7749,4,2,Mortgage,PhD,Divorced,10,0.21657908
6201,599,0.9750188335939342,179897,29,1,9,18486,4,23,Rent,High School,Widowed,8,0.23159967
6202,739,0.2116558402182449,161695,84,1,4,16852,2,11,Own,Masters,Divorced,29,0.22162354
6203,554,0.9126569501729666,189735,56,3,11,4522,5,2,Rent,High School,Divorced,11,0.2285336
6204,377,0.10646484700327363,65503,89,9,15,6300,4,16,Mortgage,Masters,Married,18,0.25499618
6205,490,0.21497504571436643,56748,41,2,18,7349,5,7,Own,Bachelor,Single,24,0.2281636
6206,569,0.3097543637519209,197231,77,7,12,1798,3,6,Mortgage,PhD,Single,1,0.20325717
6207,679,0.023927528598642223,113732,50,0,1,2700,15,23,Own,Bachelor,Widowed,10,0.23727213
6208,373,0.007619141105572713,151744,29,4,11,15067,5,6,Mortgage,High School,Divorced,21,0.1678513
6209,749,0.4440339017032737,48470,34,2,0,5550,17,28,Mortgage,PhD,Married,6,0.27615383
6210,430,0.20671053011116436,169898,30,6,15,2823,4,19,Rent,PhD,Married,2,0.24689794
6211,682,0.6159132374710089,184394,51,4,16,12936,15,19,Rent,Masters,Widowed,9,0.16441356
6212,475,0.3583439922372421,148449,36,1,11,10504,1,22,Own,Masters,Widowed,12,0.17932291
6213,690,0.29243946562232426,137313,57,3,13,18563,5,7,Rent,High School,Married,5,0.17941071
6214,532,0.1694550016530635,99509,30,9,19,3923,14,6,Rent,High School,Divorced,28,0.19926837
6215,716,0.4040380962061326,32238,59,6,3,2253,14,12,Mortgage,Masters,Widowed,14,0.15596299
6216,529,0.9475611211875145,104663,86,9,4,7201,9,24,Mortgage,High School,Married,16,0.26189873
6217,490,0.574561394928652,92842,79,0,15,11205,7,23,Rent,PhD,Married,2,0.2869763
6218,373,0.327824223210465,88981,46,2,18,8687,8,11,Mortgage,PhD,Widowed,27,0.17525612
6219,397,0.3870056358621716,129950,30,8,10,12533,2,2,Own,Masters,Married,28,0.2142527
6220,609,0.9479966497436721,116331,66,7,19,17956,4,2,Rent,High School,Married,22,0.2786085
6221,384,0.06828835424414192,170091,35,6,12,7889,17,3,Rent,Masters,Widowed,13,0.0
6222,690,0.4498046844915369,96499,54,8,14,16432,6,19,Rent,Masters,Divorced,8,0.17808403
6223,553,0.9732240749898369,102625,30,5,19,12444,8,0,Rent,Bachelor,Widowed,17,0.20977393
6224,581,0.3227010378837877,41408,79,2,17,3940,5,18,Own,PhD,Married,6,0.3233381
6225,584,0.16528950466009862,132338,43,4,10,17252,16,20,Rent,High School,Divorced,28,0.215397
6226,678,0.8593097275047805,84575,67,9,8,4206,18,13,Mortgage,Bachelor,Divorced,10,0.22163503
6227,469,0.34060792657531325,20506,18,9,7,7474,10,9,Own,Masters,Widowed,17,0.0
6228,364,0.6926585517762682,100055,33,6,0,7865,3,21,Rent,High School,Divorced,26,0.25368357
6229,325,0.14563208896219804,157023,65,3,11,5982,13,21,Own,Bachelor,Married,4,0.29266387
6230,316,0.019505119743164268,150976,34,5,5,18578,11,9,Mortgage,High School,Married,17,0.20004514
6231,318,0.9496766043543647,161078,45,9,12,18061,2,8,Mortgage,Bachelor,Divorced,19,0.23755604
6232,740,0.16160648452798942,65728,86,2,10,11072,0,20,Mortgage,High School,Widowed,19,0.1537537
6233,557,0.7783834993700292,161244,32,9,18,5731,9,4,Rent,Masters,Single,12,0.18688224
6234,555,0.7726330283634646,179716,31,0,2,8459,14,16,Own,Masters,Divorced,19,0.27366203
6235,651,0.17288345586257148,96678,84,6,8,19431,19,24,Own,High School,Single,19,0.25276044
6236,665,0.6371138853822436,21628,73,9,0,16841,0,2,Own,Bachelor,Single,15,0.22321631
6237,640,0.6504854759976467,110293,70,3,13,14337,18,14,Mortgage,Bachelor,Divorced,19,0.27271128
6238,568,0.09565388758699145,91448,85,4,5,15932,13,13,Mortgage,PhD,Divorced,19,0.24466823
6239,305,0.16032220772155847,174864,31,6,4,15522,6,20,Mortgage,PhD,Divorced,19,0.19481947
6240,537,0.3687350287588136,55108,48,1,12,4441,15,1,Own,High School,Married,27,0.2678471
6241,712,0.09219624688978378,119733,72,8,17,2605,16,26,Mortgage,Bachelor,Widowed,0,0.19033676
6242,382,0.8300760897299851,95179,52,1,10,1484,3,16,Own,High School,Widowed,5,0.22431734
6243,588,0.709369302197133,118056,22,7,12,8877,18,3,Rent,Masters,Divorced,16,0.19308914
6244,756,0.022826480471090482,34311,82,5,12,3575,17,20,Rent,Masters,Divorced,22,0.22074369
6245,713,0.6728097844421331,31636,58,0,19,16786,19,21,Rent,Bachelor,Widowed,27,0.20163223
6246,764,0.5973500697853091,179957,74,4,7,15953,6,25,Mortgage,Masters,Divorced,3,0.22044927
6247,494,0.7326200994697142,124584,55,3,13,14161,12,4,Mortgage,PhD,Married,26,0.27084386
6248,708,0.9138514841443679,139232,24,1,0,3685,9,28,Mortgage,PhD,Single,3,0.21679688
6249,405,0.4179086357141827,115248,36,1,17,4304,0,19,Own,Masters,Divorced,13,0.26471114
6250,739,0.5691525759010273,171366,66,3,17,7130,3,27,Mortgage,PhD,Single,27,0.27325177
6251,347,0.3328829253742591,196133,41,4,16,4063,17,0,Mortgage,High School,Married,20,0.25122005
6252,763,0.8922278802977366,59542,67,0,14,15859,10,10,Own,Bachelor,Married,10,0.34443533
6253,808,0.9201651673755444,73483,85,6,8,19963,9,19,Rent,Masters,Widowed,15,0.16429734
6254,509,0.6102809124568586,179291,50,8,16,4347,12,18,Mortgage,Bachelor,Divorced,14,0.25179967
6255,335,0.906747642409336,138930,45,5,19,8663,15,14,Own,High School,Widowed,29,0.271892
6256,333,0.166967607459777,77623,63,8,19,6350,2,10,Own,High School,Single,6,0.19373325
6257,340,0.36563123424275257,59345,51,3,12,3296,17,4,Own,PhD,Single,19,0.22900407
6258,693,0.7019153536078107,165958,46,3,3,3816,17,20,Mortgage,Masters,Divorced,9,0.22893296
6259,329,0.7279329955439188,27278,18,4,4,5707,3,12,Own,High School,Divorced,20,0.2559323
6260,539,0.5523903326270884,168145,28,6,7,14507,17,7,Own,Masters,Single,26,0.20975256
6261,663,0.4045052791216338,149432,24,7,11,17967,12,5,Mortgage,Masters,Widowed,25,0.0
6262,697,0.6055121269898345,160530,85,5,18,18829,4,10,Rent,Bachelor,Divorced,29,0.2339423
6263,374,0.21301353202220852,123074,73,5,7,13800,4,10,Own,Bachelor,Divorced,20,0.25502872
6264,477,0.7168934742827521,120155,24,2,1,14919,0,1,Rent,PhD,Widowed,29,0.17417441
6265,313,0.8665402793414745,91433,60,8,0,8170,12,25,Rent,Bachelor,Widowed,0,0.22795328
6266,569,0.20506653814111653,148515,79,5,2,17060,16,5,Own,High School,Widowed,17,0.15877643
6267,443,0.08616776081384347,110597,72,4,10,11877,11,7,Own,PhD,Divorced,17,0.22933179
6268,562,0.45722300448359265,35145,88,9,16,17089,11,0,Own,PhD,Married,12,0.3195183
