employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2016-12-31 00:00:00
3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2015-12-31 00:00:00
3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2016-12-31 00:00:00
3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2015-12-31 00:00:00
3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2016-12-31 00:00:00
3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2015-12-31 00:00:00
3658,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-22 00:00:00,Resignation,Others,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,2016-12-31 00:00:00
3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2015-12-31 00:00:00
3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2016-12-31 00:00:00
3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2015-12-31 00:00:00
3663,3.0,4.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,2016-12-31 00:00:00
3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2015-12-31 00:00:00
3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2016-12-31 00:00:00
3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2015-12-31 00:00:00
3664,4.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-11 00:00:00,Resignation,Others,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2016-12-31 00:00:00
3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2015-12-31 00:00:00
3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2016-12-31 00:00:00
3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2015-12-31 00:00:00
3668,4.0,3.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,2016-12-31 00:00:00
3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2015-12-31 00:00:00
3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2016-12-31 00:00:00
3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2015-12-31 00:00:00
3680,4.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-01-25 00:00:00,Resignation,Others,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,2016-12-31 00:00:00
3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2015-12-31 00:00:00
3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2016-12-31 00:00:00
3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2015-12-31 00:00:00
3689,1.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-02 00:00:00,Resignation,Others,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,2016-12-31 00:00:00
3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2015-12-31 00:00:00
3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2016-12-31 00:00:00
3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2015-12-31 00:00:00
3690,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-26 00:00:00,Resignation,Others,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,2016-12-31 00:00:00
3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2015-12-31 00:00:00
3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2016-12-31 00:00:00
3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2015-12-31 00:00:00
3695,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-07 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,2016-12-31 00:00:00
3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2015-12-31 00:00:00
3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2016-12-31 00:00:00
3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2015-12-31 00:00:00
3699,1.0,2.0,4.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-04 00:00:00,Resignation,Others,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,2016-12-31 00:00:00
3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2015-12-31 00:00:00
3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2016-12-31 00:00:00
3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2015-12-31 00:00:00
3704,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-03-24 00:00:00,Resignation,Salary,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2016-12-31 00:00:00
3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2015-12-31 00:00:00
3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2016-12-31 00:00:00
3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2015-12-31 00:00:00
3714,1.0,4.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-14 00:00:00,Resignation,Salary,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,2016-12-31 00:00:00
3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,Activo,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2015-12-31 00:00:00
3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,Activo,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2016-12-31 00:00:00
3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,Activo,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2015-12-31 00:00:00
3715,1.0,1.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-29 00:00:00,Fired,Activo,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,2016-12-31 00:00:00
3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2015-12-31 00:00:00
3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2016-12-31 00:00:00
3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2015-12-31 00:00:00
3716,3.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,2016-12-31 00:00:00
3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2015-12-31 00:00:00
3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2016-12-31 00:00:00
3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2015-12-31 00:00:00
3719,2.0,4.0,1.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-06-27 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2016-12-31 00:00:00
3722,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-10 00:00:00,Resignation,Others,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2015-12-31 00:00:00
3722,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-10 00:00:00,Resignation,Others,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2016-12-31 00:00:00
3722,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-10 00:00:00,Resignation,Others,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2015-12-31 00:00:00
3722,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-10 00:00:00,Resignation,Others,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2016-12-31 00:00:00
3739,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-10-17 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2015-12-31 00:00:00
3739,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-10-17 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2016-12-31 00:00:00
3739,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-10-17 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2015-12-31 00:00:00
3739,1.0,3.0,4.0,2015-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-10-17 00:00:00,Resignation,Salary,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2016-12-31 00:00:00
3740,1.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,2015-12-31 00:00:00
3740,1.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,2016-12-31 00:00:00
3740,1.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,2015-12-31 00:00:00
3740,1.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-28 00:00:00,Resignation,Others,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,2016-12-31 00:00:00
3741,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-26 00:00:00,Resignation,Salary,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,2015-12-31 00:00:00
3741,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-26 00:00:00,Resignation,Salary,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,2016-12-31 00:00:00
3741,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-26 00:00:00,Resignation,Salary,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,2015-12-31 00:00:00
3741,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-26 00:00:00,Resignation,Salary,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,2016-12-31 00:00:00
3743,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-01-05 00:00:00,Resignation,Others,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,2015-12-31 00:00:00
3743,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-01-05 00:00:00,Resignation,Others,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,2016-12-31 00:00:00
3743,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-01-05 00:00:00,Resignation,Others,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,2015-12-31 00:00:00
3743,2.0,1.0,2.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-01-05 00:00:00,Resignation,Others,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,2016-12-31 00:00:00
3751,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-23 00:00:00,Resignation,Others,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,2015-12-31 00:00:00
3751,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-23 00:00:00,Resignation,Others,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,2016-12-31 00:00:00
3751,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-23 00:00:00,Resignation,Others,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,2015-12-31 00:00:00
3751,3.0,1.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-23 00:00:00,Resignation,Others,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,2016-12-31 00:00:00
3760,1.0,1.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-04 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,2015-12-31 00:00:00
3760,1.0,1.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-04 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,2016-12-31 00:00:00
3760,1.0,1.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-04 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,2015-12-31 00:00:00
3760,1.0,1.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-04 00:00:00,Resignation,Salary,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,2016-12-31 00:00:00
3766,4.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Fired,Activo,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,2015-12-31 00:00:00
3766,4.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Fired,Activo,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,2016-12-31 00:00:00
3766,4.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Fired,Activo,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,2015-12-31 00:00:00
3766,4.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Fired,Activo,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,2016-12-31 00:00:00
3768,4.0,3.0,1.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-04 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,2015-12-31 00:00:00
3768,4.0,3.0,1.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-04 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,2016-12-31 00:00:00
3768,4.0,3.0,1.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-10-04 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,2015-12-31 00:00:00
